Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Issuer Type
1439,64985H4T1,NY New York State E...,4.8,790.00M,02/25/2025,09/15/2031,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,WTRSWR,,,,
1440,64985H4U8,NY New York State E...,4.85,825.00M,02/25/2025,09/15/2032,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,WTRSWR,,,,
1441,64985H4V6,NY New York State E...,4.99,865.00M,02/25/2025,09/15/2033,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,WTRSWR,,,,
1442,64985H4W4,NY New York State E...,5,910.00M,02/25/2025,09/15/2034,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,WTRSWR,,,,
1443,64985VBE5,NY New York State E...,5.729,6.50MM,05/21/2025,04/01/2026,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1444,64985VBF2,NY New York State E...,5.784,8.00MM,05/21/2025,04/01/2027,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1445,64985VBG0,NY New York State E...,5.819,7.00MM,05/21/2025,04/01/2028,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1446,64985VBH8,NY New York State E...,5.944,5.80MM,05/21/2025,04/01/2029,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1447,64985VBJ4,NY New York State E...,5.995,5.20MM,05/21/2025,04/01/2030,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1448,64985VBK1,NY New York State E...,6.197,4.40MM,05/21/2025,04/01/2031,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1449,64985VBL9,NY New York State E...,6.247,3.50MM,05/21/2025,04/01/2032,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1450,64985VBN5,NY New York State E...,6.504,1.52MM,05/21/2025,04/01/2034,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,,
1451,64986DDDO,NY New York State E...,4.22,12.28MM,08/05/2005,06/15/2043,FED & ST TAX EXEMPT,REFUNDING,Utilities...,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1451,64986DQDO,NY New York State E...,4.22,13.28MM,08/05/2025,06/15/2042,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable water,Infrastructure,,
1452,64986DQH1,NY New York State E...,4.61,9.68MM,08/05/2025,06/15/2046,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1453,650116JM9,NY New York Transpo...,5.62,175.00MM,07/23/2025,06/30/2059,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1454,650028C68,NY New York State T...,5.14,284.56MM,07/24/2025,03/15/2059,FED & ST TAX-EXEMPT,NEW MONEY General Go...,Yes,Yes,Yes,Yes,Yes,No,INCTAX,,Clean Transportation,,,
1455,650116JQ0,NY New York Transpo...,5.8,361.85MM,07/23/2025,06/30/2059,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1456,650116JJ6,NY New York Transpo...,5.53,79.85MM,07/23/2025,06/30/2060,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll....,Public|Greenhouse Gas Contro,
1457,650028C27,NY New York State T...,5.1,239.83MM,07/24/2025,03/15/2055,FED & ST TAX-EXEMPT,NEW MONEY General Go...,Yes,Yes,Yes,Yes,Yes,No,INCTAX,,Clean Transportation,,,
1458,650116JP2,NY New York Transpo...,5.72,245.79MM,07/23/2025,06/30/2055,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1459,650028C35,NY New York State T...,5.12,125.76MM,07/24/2025,03/15/2056,FED & ST TAX-EXEMPT,NEW MONEY General Go...,Yes,Yes,Yes,Yes,Yes,No,INCTAX,,Clean Transportation,,,
1460,650116JL1,NY New York Transpo...,5.44,149.44MM,07/23/2025,06/30/2055,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1461,650116JK3,NY New York Transpo...,5.39,125.00MM,07/23/2025,06/30/2050,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1462,64986DQL2,NY New York State E...,4.85,69.00MM,08/05/2025,06/15/2055,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1463,91802RJM2,NY Utility Debt Secur...,3.97,19.49MM,12/15/2025,12/15/2045,FED & ST TAX-EXEMPT,REFUNDING... Financing...,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,,Renewable Energy,Climat...,Solar|Wind|Energy Storage,
1464,64986DQK4,NY New York State E...,4.78,33.79MM,08/05/2025,06/15/2050,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1465,64986DQJ7,NY New York State E...,4.67,10.18MM,08/05/2025,06/15/2047,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1466,650028C43,NY New York State T...,5.1,132.04MM,07/24/2025,03/15/2057,FED & ST TAX-EXEMPT,NEW MONEY General Go...,Yes,Yes,Yes,Yes,Yes,No,INCTAX,,Clean Transportation,,,
1467,59261A5H6,NY Metropolitan Tran...,4.8,,-,,03/27/2025,11/15/2050,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public
1468,650116JN7,NY New York Transpo...,5.65,79.24MM,07/23/2025,06/30/2050,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1469,650116JF4,NY New York Transpo...,5.1,31.07MM,07/23/2025,06/30/2043,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1470,59261A5C7,NY Metropolitan Tran...,4.53,48.46MM,03/27/2025,11/15/2045,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public,,
1471,650116JG2,NY New York Transpo...,5.42,26.48MM,07/23/2025,06/30/2044,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1472,64986DPS8,NY New York State E...,2.68,12.06MM,08/05/2025,06/15/2031,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1473,650116JH0,NY New York Transpo...,5.27,24.67MM,07/23/2025,06/30/2045,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1474,59261A5F0,NY Metropolitan Tran...,4.8,33.35MM,03/27/2025,11/15/2050,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public,,
1475,64986DPQ2,NY New York State E...,2.43,11.21MM,08/05/2025,06/15/2029,FED & ST TAX-EXEMPT,REFUNDING... Utilities,No,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1476,59261A5V5,NY Metropolitan Tran...,2.7,199.33MM,09/24/2025,11/15/2030,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public,,
1477,64985H4K0,NY New York State E...,4.01,22.60MM,02/25/2025,09/15/2050,FED & ST TAX-EXEMPT,NEW MONEY Financing...,Yes,No,No,No,No,No,WTRSWR,,Sustainable Water,Infrastructure,,
1478,59261A5E3,NY Metropolitan Tran...,4.7,10.11MM,03/27/2025,11/15/2047,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public,,
1479,650116JE7,NY New York Transpo...,5.26,19.20MM,07/23/2025,06/30/2042,AMT/ST TAX-EXEMPT,NEW MONEY Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE,Clean Transportation,Poll..,Public|Greenhouse Gas Contro,
1480,59261A4Y0,NY Metropolitan Tran...,4.28,87.27MM,03/27/2025,11/15/2041,FED & ST TAX-EXEMPT,REFUNDING... Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,,Clean Transportation,Public,,
1481,59261A5B9,NY Metropolitan Tran...,4.51,46.16MM,03/27/2025,11/15/2044,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1482,59261A5G8,NY Metropolitan Tran...,4.71,67.55MM,03/27/2025,11/15/2055,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1483,91802RJK6,NY Utility Debt Secur...,3.8,17.84MM,12/15/2025,12/15/2043,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,Climat...,Solar,Wind
1484,64986DPV1,NY New York State E...,3.03,13.38MM,08/05/2025,06/15/2034,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1485,650116JC1,NY New York Transpo...,5.07,10.77MM,07/23/2025,06/30/2040,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE|Clean Transportation,Poll..,Public,Greenhouse Gas Contro
1486,650116HZ2,NY New York Transpo...,4.8,3.31MM,07/23/2025,06/30/2037,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE|Clean Transportation,Poll..,Public,Greenhouse Gas Contro
1487,91802RJP5,NY Utility Debt Secur...,4.14,21.51MM,12/15/2025,12/15/2047,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,Yes,Yes,Yes,Yes,Yes,No,PUBPWR,Renewable Energy,Climat...,Solar,Wind
1488,59261A5Z6,NY Metropolitan Tran...,3.23,148.57MM,09/24/2025,11/15/2034,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1489,64986DQE8,NY New York State E...,4.36,13.80MM,08/05/2025,06/15/2043,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1490,59261A5T0,NY Metropolitan Tran...,2.47,110.06MM,09/24/2025,11/15/2028,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1491,64986DPT6,NY New York State E...,2.84,12.49MM,08/05/2025,06/15/2032,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1492,64986DPU3,NY New York State E...,2.92,12.92MM,08/05/2025,06/15/2033,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1493,64985H4F1,NY New York State E...,3.64,4.67MM,02/25/2025,09/15/2042,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1494,64986DPM1,NY New York State E...,2.41,10.40MM,08/05/2025,06/15/2026,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1495,59261A5W3,NY Metropolitan Tran...,2.87,202.90MM,09/24/2025,11/15/2031,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1496,59261A5Y9,NY Metropolitan Tran...,3.08,94.31MM,09/24/2025,11/15/2033,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1497,64986DPW9,NY New York State E...,3.21,13.85MM,08/05/2025,06/15/2035,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1498,650116JA5,NY New York Transpo...,4.6,14.98MM,07/23/2025,06/30/2038,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,Yes,ARPT,STATE|Clean Transportation,Poll..,Public,Greenhouse Gas Contro
1499,59261A5X1,NY Metropolitan Tran...,2.99,64.84MM,09/24/2025,11/15/2032,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1500,88035M7Y5,NY Tender Option Bo...,,-,2.02MM,04/28/2025,06/30/2060,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,No,-,-,-,-,Yes,ARPT,Clean Transportation,Public,
1501,59261A4S3,NY Metropolitan Tran...,3.74,42.75MM,03/27/2025,11/15/2035,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1502,64986DPRO,NY New York State E...,2.47,11.62MM,08/05/2025,06/15/2030,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1503,88035M7Z2,NY Tender Option Bo...,,-,1.56MM,04/28/2025,06/30/2060,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,No,-,-,-,-,Yes,ARPT,Sustainable Water,Infrastructure,
1504,64985H3S4,NY New York State E...,2.75,2.81MM,02/25/2025,09/15/2029,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1505,64985H4L8,NY New York State E...,4.07,21.06MM,02/25/2025,09/15/2054,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1506,59261A4N4,NY Metropolitan Tran...,3.29,49.41MM,03/27/2025,11/15/2031,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1507,59261A4Z7,NY Metropolitan Tran...,4.37,41.76MM,03/27/2025,11/15/2042,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1508,59261A4X2,NY Metropolitan Tran...,4.17,48.03MM,03/27/2025,11/15/2040,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1509,64986DQG3,NY New York State E...,4.54,14.98MM,08/05/2025,06/15/2045,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1510,59261A6A0,NY Metropolitan Tran,3.39,143.01MM,09/24/2025,11/15/2035,FED & ST TAX-EXEMPT,REFUNDING,Transporta,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1511,650116JD9,NY New York Transpo...,5.18,9.77MM,07/23/2025,06/30/2041,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|Yes|Yes|Yes|Yes|Yes,ARPT,STATE,Clean Transportation,Poll..,Public,Greenhouse Gas Contro,,,,
1512,274767JL7,NY East Rockaway U...,3.65,285.00M,07/24/2025,07/15/2037,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No|No|No|No|No|No,SCD,Energy Efficiency,,,,,,,,
1513,59261A6E2,NY Metropolitan Tran...,4.39,48.73MM,09/24/2025,11/15/2043,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes|Yes|Yes|Yes|Yes|No,PUBTRAN,Clean Transportation,,Public,,,,,,
1514,916091KH3,NY Upper Mohawk Va...,4.33,4.51MM,03/13/2025,04/01/2052,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes|No|Yes|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1515,59261A5R4,NY Metropolitan Tran...,2.46,56.48MM,09/24/2025,11/15/2026,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes|Yes|Yes|Yes|Yes|No,PUBTRAN,Clean Transportation,,Public,,,,,,
1516,64985H4E4,NY New York State E...,3.51,4.50MM,02/25/2025,09/15/2041,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1517,64986DQB4,NY New York State E...,3.98,12.29MM,08/05/2025,06/15/2040,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1518,88035MNX9,NY Tender Option Bo...,,--,26.93MM,02/28/2025,11/15/2047,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,,,,,PUBTRAN,,,,,
1519,274767JK9,NY East Rockaway U...,3.5,275.00M,07/24/2025,07/15/2036,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No|No|No|No|No|No,SCD,Energy Efficiency,,,,,,,,
1520,64986DPN9,NY New York State E...,2.38,11.14MM,08/05/2025,06/15/2027,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1521,64986DQC2,NY New York State E...,4.1,12.77MM,08/05/2025,06/15/2041,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1522,650116JB3,NY New York Transpo...,5,10.69MM,07/23/2025,06/30/2039,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|Yes|Yes|Yes|Yes|Yes,ARPT,STATE,Clean Transportation,Poll..,Public,Greenhouse Gas Contro,,,,
1523,916091KD2,NY Upper Mohawk Va...,4.07,825.00M,03/13/2025,04/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes|No|Yes|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1524,59261A4Q7,NY Metropolitan Tran...,3.52,37.28MM,03/27/2025,11/15/2033,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No|Yes|Yes|Yes|Yes|No,PUBTRAN,Clean Transportation,,Public,,,,,,
1525,64985H3U9,NY New York State E...,2.8,3.05MM,02/25/2025,09/15/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1526,64986DPP4,NY New York State E...,2.39,10.85MM,08/05/2025,06/15/2028,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1527,274767JN3,NY East Rockaway U...,3.9,310.00M,07/24/2025,07/15/2039,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No|No|No|No|No|No,SCD,Energy Efficiency,,,,,,,,
1528,274767HZ8,NY East Rockaway U...,2.35,135.00M,07/24/2025,07/15/2026,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No|No|No|No|No|No,SCD,Energy Efficiency,,,,,,,,
1529,64985H4D6,NY New York State E...,3.38,4.33MM,02/25/2025,09/15/2040,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1530,64986DPY5,NY New York State E...,3.54,10.95MM,08/05/2025,06/15/2037,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1531,88035R4R2,NY Tender Option Bo...,,--,13.60MM,10/16/2025,03/15/2056,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,,,,,INCTAX,,,,,
1532,88035RCC6,NY Tender Option Bo...,,--,4.10MM,08/01/2025,03/15/2059,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,,,,,INCTAX,,,,,
1533,46640KR71,NY JPMorgan Chase ...,,--,11.80MM,07/01/2025,05/15/2027,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,,,,,MISCTAX,,,,,
1534,64986DPZ2,NY New York State E...,3.74,11.38MM,08/05/2025,06/15/2038,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1535,64986DQF5,NY New York State E...,4.49,14.39MM,08/05/2025,06/15/2044,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1536,88035RHX5,NY Tender Option Bo...,,--,14.40MM,08/07/2025,05/15/2032,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,,,,,PUBTRAN,,,,,
1537,916091JQ5,NY Upper Mohawk Va...,2.71,170.00M,03/13/2025,04/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes|No|Yes|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1538,64985H3R6,NY New York State E...,2.72,2.70MM,02/25/2025,09/15/2028,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1539,64985H3X3,NY New York State E...,2.99,3.44MM,02/25/2025,09/15/2034,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes|No|No|No|No|No,WTRSWR,Sustainable Water,,Infrastructure,,,,,,
1540,64985VBP0,NY New York State E...,6.221,15.00MM,05/21/2025,04/01/2040,FED TAXABLE/ST TAX-EX...,NEW MONEY,Public Ser...,Yes,Yes,Yes,Yes,Yes,Yes,DEV,Renewable Energy,Energy...|Solar,Infrastructure,
1541,64986DQA6,NY New York State E...,3.86,11.83MM,08/05/2025,06/15/2039,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,,,
1542,88035RCB8,NY Tender Option Bo...,,16.40MM,08/01/2025,09/15/2051,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,INCTAX,,,
1543,88035RRP1,NY Tender Option Bo...,,35.78MM,08/21/2025,05/15/2054,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,MISCTAX,,,
1544,274767JC7,NY East Rockaway U...,2.35,215.00M,07/24/2025,07/15/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1545,274767JM5,NY East Rockaway U...,3.8,295.00M,07/24/2025,07/15/2038,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1546,59261A4T1,NY Metropolitan Tran...,3.83,26.69MM,03/27/2025,11/15/2036,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1547,592614408,NY Metropolitan Tran...,3.94,63.18MM,03/27/2025,11/15/2037,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1548,64985H3V7,NY New York State E...,2.85,3.17MM,02/25/2025,09/15/2032,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1549,88035PW38,NY Tender Option Bo...,,13.13MM,07/09/2025,12/15/2050,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,,PUBPWR,,,
1550,88035RJJ4,NY Tender Option Bo...,,14.78MM,08/07/2025,06/30/2060,AMT/ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,,ARPT,,,
1551,916091KEO,NY Upper Mohawk Va...,4.1,860.00M,03/13/2025,04/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,Yes,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1552,274767JA1,NY East Rockaway U...,2.35,205.00M,07/24/2025,07/15/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1553,274767JP8,NY East Rockaway U...,4.05,320.00M,07/24/2025,07/15/2040,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1554,59261A4R5,NY Metropolitan Tran...,3.66,58.84MM,03/27/2025,11/15/2034,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,No,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1555,59261A507,NY Metropolitan Tran...,2.57,167.58MM,09/24/2025,11/15/2029,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1556,59261A6C6,NY Metropolitan Tran...,4.21,17.99MM,09/24/2025,11/15/2041,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
1557,59261A6D4,NY Metropolitan Tran...,4.3,40.64MM,09/24/2025,11/15/2042,FED & ST TAX-EXEMPT,REFUNDING...,Transporta...,Yes,Yes,Yes,Yes,Yes,No,PUBTRAN,Clean Transportation,Public,,
